stock_code,week_of,description_first,year_first,total_quantity,total_revenue_sum,count
15036,2011-02-14T00:00:00.000Z,Assorted Colours Silk Fan,2011,732,489.0,7
15036,2011-03-07T00:00:00.000Z,Assorted Colours Silk Fan,2011,320,240.0,6
15036,2011-03-14T00:00:00.000Z,Assorted Colours Silk Fan,2011,1296,852.0,8
15036,2011-03-28T00:00:00.000Z,Assorted Colours Silk Fan,2011,1212,831.96,3
15036,2011-04-11T00:00:00.000Z,Assorted Colours Silk Fan,2011,864,651.1200000000001,11
15036,2011-04-25T00:00:00.000Z,Assorted Colours Silk Fan,2011,768,564.84,5
15036,2011-05-02T00:00:00.000Z,Assorted Colours Silk Fan,2011,948,720.84,7
15036,2011-05-09T00:00:00.000Z,Assorted Colours Silk Fan,2011,300,249.0,16
15036,2011-05-16T00:00:00.000Z,Assorted Colours Silk Fan,2011,996,760.6800000000001,16
15036,2011-05-23T00:00:00.000Z,Assorted Colours Silk Fan,2011,288,239.03999999999996,7
15036,2011-06-06T00:00:00.000Z,Assorted Colours Silk Fan,2011,1464,1041.12,11
15036,2011-06-13T00:00:00.000Z,Assorted Colours Silk Fan,2011,864,651.1200000000001,14
15036,2011-07-04T00:00:00.000Z,Assorted Colours Silk Fan,2011,1884,1365.7200000000003,6
15036,2011-07-11T00:00:00.000Z,Assorted Colours Silk Fan,2011,324,268.91999999999996,11
15036,2011-07-18T00:00:00.000Z,Assorted Colours Silk Fan,2011,480,398.3999999999999,13
15036,2011-07-25T00:00:00.000Z,Assorted Colours Silk Fan,2011,624,451.92,3
15036,2011-08-08T00:00:00.000Z,Assorted Colours Silk Fan,2011,252,209.16,9
15036,2011-10-03T00:00:00.000Z,Assorted Colours Silk Fan,2011,720,531.6,7
15036,2011-10-10T00:00:00.000Z,Assorted Colours Silk Fan,2011,216,179.27999999999997,7
15036,2011-11-21T00:00:00.000Z,Assorted Colours Silk Fan,2011,228,189.24,8
15039,2010-02-15T00:00:00.000Z,Sandalwood Fan,2010,280,158.0,3
15039,2010-02-22T00:00:00.000Z,Sandalwood Fan,2010,252,134.2,3
15039,2010-07-05T00:00:00.000Z,Sandalwood Fan,2010,300,175.0,3
15039,2010-09-20T00:00:00.000Z,Sandalwood Fan,2010,258,139.3,2
15039,2010-10-18T00:00:00.000Z,Sandalwood Fan,2010,251,133.35,2
15039,2011-05-02T00:00:00.000Z,Sandalwood Fan,2011,340,193.0,3
15039,2011-06-06T00:00:00.000Z,Sandalwood Fan,2011,310,183.5,3
15044A,2010-04-26T00:00:00.000Z,Pink Paper Parasol,2010,213,548.3499999999999,4
15044A,2010-06-07T00:00:00.000Z,Pink Paper Parasol,2010,3521,8986.95,6
15044B,2010-06-07T00:00:00.000Z,Blue Paper Parasol,2010,526,1351.7,10
15056BL,2009-11-30T00:00:00.000Z,Edwardian Parasol Black,2009,986,3694.7,16
15056BL,2009-12-07T00:00:00.000Z,Edwardian Parasol Black,2009,780,2744.999999999999,19
15056BL,2009-12-14T00:00:00.000Z,Edwardian Parasol Black,2009,230,1188.5,17
15056BL,2010-01-04T00:00:00.000Z,Edwardian Parasol Black,2010,905,3314.75,5
15056BL,2010-10-18T00:00:00.000Z,Edwardian Parasol Black,2010,420,2139.0000000000005,11
15056BL,2011-07-18T00:00:00.000Z,Edwardian Parasol Black,2011,219,1123.05,10
15056N,2009-11-30T00:00:00.000Z,Edwardian Parasol Natural,2009,672,2210.3999999999996,11
15056N,2009-12-07T00:00:00.000Z,Edwardian Parasol Natural,2009,707,2370.6499999999996,9
15056N,2010-01-04T00:00:00.000Z,Edwardian Parasol Natural,2010,611,1865.4499999999998,3
15056N,2010-02-22T00:00:00.000Z,Edwardian Parasol Natural,2010,204,1027.8,8
15056N,2010-04-05T00:00:00.000Z,Edwardian Parasol Natural,2010,219,1123.05,11
15056N,2010-06-14T00:00:00.000Z,Edwardian Parasol Natural,2010,217,1111.15,11
15056N,2010-08-23T00:00:00.000Z,Edwardian Parasol Natural,2010,201,1135.9499999999998,10
15056N,2010-10-18T00:00:00.000Z,Edwardian Parasol Natural,2010,311,1610.45,15
15056N,2011-07-04T00:00:00.000Z,Edwardian Parasol Natural,2011,240,1248.0,10
15056N,2011-07-18T00:00:00.000Z,Edwardian Parasol Natural,2011,311,1583.45,12
15056P,2009-11-30T00:00:00.000Z,Edwardian Parasol Pink,2009,606,1835.6999999999998,4
15059A,2009-11-30T00:00:00.000Z,English Rose Edwardian Parasol,2009,505,1515.0,1
16008,2011-04-25T00:00:00.000Z,Small Folding Scissor Pointed Edge,2011,240,19.2,1
16008,2011-08-01T00:00:00.000Z,Small Folding Scissor Pointed Edge,2011,288,34.56,1
16008,2011-10-31T00:00:00.000Z,Small Folding Scissor Pointed Edge,2011,396,47.519999999999996,3
16011,2011-11-14T00:00:00.000Z,Animal Stickers,2011,216,45.36,5
16014,2009-12-07T00:00:00.000Z,Small Chinese Style Scissor,2009,1510,484.2,2
16014,2009-12-14T00:00:00.000Z,Small Chinese Style Scissor,2009,3010,964.2,2
16014,2010-03-15T00:00:00.000Z,Small Chinese Style Scissor,2010,1010,324.2,2
16014,2010-06-07T00:00:00.000Z,Small Chinese Style Scissor,2010,1000,320.0,1
16014,2010-06-14T00:00:00.000Z,Small Chinese Style Scissor,2010,2005,642.1,2
16014,2010-06-21T00:00:00.000Z,Small Chinese Style Scissor,2010,1000,320.0,1
16014,2010-07-19T00:00:00.000Z,Small Chinese Style Scissor,2010,500,160.0,1
16014,2010-08-23T00:00:00.000Z,Small Chinese Style Scissor,2010,1010,324.2,2
16014,2010-09-13T00:00:00.000Z,Small Chinese Style Scissor,2010,500,160.0,1
16014,2010-10-25T00:00:00.000Z,Small Chinese Style Scissor,2010,4100,1322.0,3
16014,2010-12-06T00:00:00.000Z,Small Chinese Style Scissor,2010,1001,320.42,2
16014,2011-02-14T00:00:00.000Z,Small Chinese Style Scissor,2011,1500,480.0,1
16014,2011-03-21T00:00:00.000Z,Small Chinese Style Scissor,2011,1000,320.0,1
16014,2011-05-02T00:00:00.000Z,Small Chinese Style Scissor,2011,2601,832.42,3
16014,2011-08-22T00:00:00.000Z,Small Chinese Style Scissor,2011,2034,654.28,4
16014,2011-09-05T00:00:00.000Z,Small Chinese Style Scissor,2011,1000,320.0,1
16014,2011-10-31T00:00:00.000Z,Small Chinese Style Scissor,2011,3021,968.82,3
16014,2011-11-21T00:00:00.000Z,Small Chinese Style Scissor,2011,514,165.88,4
16015,2011-04-25T00:00:00.000Z,Medium Chinese Style Scissor,2011,283,103.28,2
16016,2010-03-01T00:00:00.000Z,Large Chinese Style Scissor,2010,200,144.0,1
16016,2010-07-19T00:00:00.000Z,Large Chinese Style Scissor,2010,320,246.0,2
16016,2011-01-31T00:00:00.000Z,Large Chinese Style Scissor,2011,210,152.5,2
16033,2010-01-04T00:00:00.000Z,Mini Highlighter Pens,2010,1560,144.0,2
16033,2010-02-15T00:00:00.000Z,Mini Highlighter Pens,2010,1800,162.0,1
16033,2010-05-24T00:00:00.000Z,Mini Highlighter Pens,2010,240,28.799999999999997,2
16033,2010-06-07T00:00:00.000Z,Mini Highlighter Pens,2010,480,57.599999999999994,3
16033,2010-08-02T00:00:00.000Z,Mini Highlighter Pens,2010,720,86.39999999999999,3
16033,2010-11-01T00:00:00.000Z,Mini Highlighter Pens,2010,240,28.799999999999997,2
16033,2010-11-15T00:00:00.000Z,Mini Highlighter Pens,2010,360,43.199999999999996,3
16033,2011-02-14T00:00:00.000Z,Mini Highlighter Pens,2011,480,57.599999999999994,1
16043,2010-09-27T00:00:00.000Z,Pop Art Push Down Rubber,2010,960,57.599999999999994,1
16045,2011-06-06T00:00:00.000Z,Popart Wooden Pencils Asst,2011,600,24.0,2
16045,2011-06-13T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-06-20T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-07-04T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-07-11T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-07-18T00:00:00.000Z,Popart Wooden Pencils Asst,2011,1100,44.0,3
16045,2011-07-25T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,2
16045,2011-08-01T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-08-15T00:00:00.000Z,Popart Wooden Pencils Asst,2011,500,20.0,4
16045,2011-09-05T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-09-12T00:00:00.000Z,Popart Wooden Pencils Asst,2011,500,20.0,1
16045,2011-09-26T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-10-03T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-10-10T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-10-17T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-10-24T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-10-31T00:00:00.000Z,Popart Wooden Pencils Asst,2011,200,8.0,2
16045,2011-11-07T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,2
16045,2011-11-14T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16045,2011-11-28T00:00:00.000Z,Popart Wooden Pencils Asst,2011,300,12.0,3
16046,2010-09-27T00:00:00.000Z,Teatime Pen Case Pens,2010,4608,368.64,1
16047,2010-09-27T00:00:00.000Z,Pop Art Pen Case Pens,2010,5184,414.72,1
16048,2010-01-04T00:00:00.000Z,Teatime Round Pencil Sharpener,2010,480,57.599999999999994,1
16048,2010-09-27T00:00:00.000Z,Teatime Round Pencil Sharpener,2010,792,102.24,2
16049,2009-11-30T00:00:00.000Z,Teatime Gel Pens Asst,2009,432,51.839999999999996,1
16049,2010-01-04T00:00:00.000Z,Teatime Gel Pens Asst,2010,720,86.39999999999999,1
16049,2010-03-01T00:00:00.000Z,Teatime Gel Pens Asst,2010,360,64.8,4
16049,2011-05-23T00:00:00.000Z,Teatime Gel Pens Asst,2011,432,51.84,3
16052,2011-06-06T00:00:00.000Z,Teatime Push Down Rubber,2011,371,70.49,2
16053,2010-09-27T00:00:00.000Z,Popart Col Ballpoint Pen Asst,2010,2000,60.0,1
16156S,2009-12-07T00:00:00.000Z,Wrap Pink Fairy Cakes,2009,200,68.0,1
16156S,2010-01-04T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,250,105.0,7
16156S,2010-01-18T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,650,225.00000000000003,3
16156S,2010-01-25T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,200,84.0,7
16156S,2010-02-01T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,244,102.47999999999999,5
16156S,2010-02-15T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,471,181.82,9
16156S,2010-02-22T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,225,78.5,2
16156S,2010-03-01T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,325,128.5,9
16156S,2010-03-08T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,275,115.5,10
16156S,2010-03-22T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,200,84.0,8
16156S,2010-04-05T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,450,173.0,6
16156S,2010-04-19T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,250,105.0,4
16156S,2010-06-07T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,200,84.0,8
16156S,2010-06-14T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,225,78.5,2
16156S,2010-06-21T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,350,131.0,7
16156S,2010-06-28T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,200,84.0,7
16156S,2010-07-05T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,275,99.5,4
16156S,2010-07-19T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,375,133.5,4
16156S,2010-08-16T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,700,246.00000000000003,4
16156S,2010-09-13T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,300,110.0,5
16156S,2010-10-04T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,200,84.0,7
16156S,2010-10-18T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,700,254.0,10
16156S,2010-11-08T00:00:00.000Z,Wrap Pink Fairy Cakes,2010,425,158.5,9
16156S,2011-02-28T00:00:00.000Z,Wrap Pink Fairy Cakes,2011,250,105.0,10
16156S,2011-04-11T00:00:00.000Z,Wrap Pink Fairy Cakes,2011,625,230.5,10
16156S,2011-05-09T00:00:00.000Z,Wrap Pink Fairy Cakes,2011,250,89.0,3
16156S,2011-07-04T00:00:00.000Z,Wrap Pink Fairy Cakes,2011,250,105.0,4
16156S,2011-10-03T00:00:00.000Z,Wrap Pink Fairy Cakes,2011,700,258.0,4
16161C,2009-12-21T00:00:00.000Z,Wrap Speed Demons,2009,350,35.0,1
16161E,2009-12-21T00:00:00.000Z,Wrap Boudoir,2009,525,52.5,2
16161P,2010-01-11T00:00:00.000Z,Wrap English Rose,2010,250,105.0,5
16161P,2010-03-15T00:00:00.000Z,Wrap English Rose,2010,372,126.48,1
16161P,2010-06-07T00:00:00.000Z,Wrap English Rose,2010,200,84.0,8
16161P,2010-06-14T00:00:00.000Z,Wrap English Rose,2010,375,155.5,13
16161P,2010-10-04T00:00:00.000Z,Wrap English Rose,2010,225,94.5,9
16161P,2010-10-11T00:00:00.000Z,Wrap English Rose,2010,225,94.5,8
16161P,2011-04-04T00:00:00.000Z,Wrap English Rose,2011,250,105.0,9
16161P,2011-04-11T00:00:00.000Z,Wrap English Rose,2011,250,105.0,9
16161P,2011-06-06T00:00:00.000Z,Wrap English Rose,2011,225,94.5,8
16161P,2011-07-04T00:00:00.000Z,Wrap English Rose,2011,200,84.0,6
16161P,2011-07-11T00:00:00.000Z,Wrap English Rose,2011,200,84.0,7
16161P,2011-10-03T00:00:00.000Z,Wrap English Rose,2011,250,105.0,6
16161P,2011-10-10T00:00:00.000Z,Wrap English Rose,2011,200,84.0,8
16161P,2011-10-31T00:00:00.000Z,Wrap English Rose,2011,300,114.0,5
16161U,2010-01-18T00:00:00.000Z,Wrap Suki And Friends,2010,450,157.0,3
16161U,2010-03-01T00:00:00.000Z,Wrap Suki And Friends,2010,250,97.0,7
16161U,2010-08-16T00:00:00.000Z,Wrap Suki And Friends,2010,501,186.42000000000002,8
16161U,2010-10-18T00:00:00.000Z,Wrap Suki And Friends,2010,550,199.0,6
16161U,2011-10-03T00:00:00.000Z,Wrap Suki And Friends,2011,575,217.5,4
16162L,2009-12-14T00:00:00.000Z,The King Gift Bag,2009,288,54.72,1
16162L,2010-09-27T00:00:00.000Z,The King Gift Bag,2010,3744,187.20000000000002,1
16168M,2009-12-14T00:00:00.000Z,Funky Monkey Gift Bag Medium,2009,576,69.12,3
16168S,2009-12-07T00:00:00.000Z,Funky Monkey Gift Bag Small,2009,660,61.8,3
16168S,2009-12-14T00:00:00.000Z,Funky Monkey Gift Bag Small,2009,216,19.439999999999998,1
16168S,2010-02-01T00:00:00.000Z,Funky Monkey Gift Bag Small,2010,374,33.66,1
16169C,2010-10-25T00:00:00.000Z,Wrap Blue Reindeer,2010,200,84.0,6
16169C,2010-11-01T00:00:00.000Z,Wrap Blue Reindeer,2010,225,94.5,5
16169E,2011-09-19T00:00:00.000Z,Wrap 50 S Christmas,2011,300,126.0,12
16169E,2011-09-26T00:00:00.000Z,Wrap 50 S Christmas,2011,250,105.0,9
16169E,2011-10-03T00:00:00.000Z,Wrap 50 S Christmas,2011,325,136.5,8
16169E,2011-10-17T00:00:00.000Z,Wrap 50 S Christmas,2011,362,140.04000000000002,7
16169E,2011-10-31T00:00:00.000Z,Wrap 50 S Christmas,2011,500,198.0,13
16169E,2011-11-07T00:00:00.000Z,Wrap 50 S Christmas,2011,525,220.5,15
16169E,2011-11-21T00:00:00.000Z,Wrap 50 S Christmas,2011,225,94.5,9
16169E,2011-11-28T00:00:00.000Z,Wrap 50 S Christmas,2011,226,94.92,9
16169E,2011-12-05T00:00:00.000Z,Wrap 50 S Christmas,2011,225,94.5,6
16169F,2010-10-04T00:00:00.000Z,Wrap Blizzard,2010,200,84.0,7
16169F,2010-10-11T00:00:00.000Z,Wrap Blizzard,2010,275,115.5,10
16169K,2010-08-16T00:00:00.000Z,Wrap Folk Art,2010,600,114.0,4
16169M,2010-08-16T00:00:00.000Z,Wrap Daisy Carpet,2010,600,114.0,4
16169N,2010-08-16T00:00:00.000Z,Wrap Blue Russian Folkart,2010,675,128.25,7
16169P,2010-08-16T00:00:00.000Z,Wrap Green Russian Folkart,2010,575,109.25,3
16202A,2010-09-27T00:00:00.000Z,Pastel Pink Photo Album,2010,301,56.550000000000004,2
16202B,2010-09-27T00:00:00.000Z,Pastel Blue Photo Album,2010,445,81.03,2
16216,2011-06-06T00:00:00.000Z,Letter Shape Pencil Sharpener,2011,1605,96.3,2
16216,2011-07-18T00:00:00.000Z,Letter Shape Pencil Sharpener,2011,240,14.399999999999999,2
16216,2011-09-26T00:00:00.000Z,Letter Shape Pencil Sharpener,2011,240,14.399999999999999,3
16216,2011-11-14T00:00:00.000Z,Letter Shape Pencil Sharpener,2011,250,14.999999999999998,4
16218,2011-06-06T00:00:00.000Z,Cartoon Pencil Sharpeners,2011,485,29.1,3
16218,2011-06-27T00:00:00.000Z,Cartoon Pencil Sharpeners,2011,240,14.399999999999999,2
16218,2011-09-05T00:00:00.000Z,Cartoon Pencil Sharpeners,2011,240,14.399999999999999,2
16218,2011-09-26T00:00:00.000Z,Cartoon Pencil Sharpeners,2011,240,14.399999999999999,1
16218,2011-10-31T00:00:00.000Z,Cartoon Pencil Sharpeners,2011,405,24.3,5
16219,2011-08-01T00:00:00.000Z,House Shape Pencil Sharpener,2011,720,151.2,1
16219,2011-09-26T00:00:00.000Z,House Shape Pencil Sharpener,2011,288,17.28,1
16225,2009-12-14T00:00:00.000Z,Rattle Snake Eggs,2009,348,142.68,3
16225,2010-12-13T00:00:00.000Z,Rattle Snake Eggs,2010,252,115.8,4
16235,2010-11-01T00:00:00.000Z,Recycled Pencil With Rabbit Eraser,2010,217,45.57,5
16235,2011-02-21T00:00:00.000Z,Recycled Pencil With Rabbit Eraser,2011,608,97.68,3
16235,2011-07-18T00:00:00.000Z,Recycled Pencil With Rabbit Eraser,2011,395,76.94999999999999,3
16237,2009-11-30T00:00:00.000Z,Sleeping Cat Erasers,2009,381,80.00999999999998,9
16237,2009-12-14T00:00:00.000Z,Sleeping Cat Erasers,2009,240,50.4,5
16237,2010-08-02T00:00:00.000Z,Sleeping Cat Erasers,2010,216,45.35999999999999,6
16237,2010-10-04T00:00:00.000Z,Sleeping Cat Erasers,2010,273,57.33,8
16237,2010-11-01T00:00:00.000Z,Sleeping Cat Erasers,2010,230,48.3,8
16237,2010-11-15T00:00:00.000Z,Sleeping Cat Erasers,2010,346,72.65999999999998,14
16237,2010-11-29T00:00:00.000Z,Sleeping Cat Erasers,2010,493,85.52999999999999,10
16237,2011-10-31T00:00:00.000Z,Sleeping Cat Erasers,2011,292,52.32,10
16237,2011-11-28T00:00:00.000Z,Sleeping Cat Erasers,2011,260,45.6,8
16239,2010-01-25T00:00:00.000Z,Ballerina Heart Decoration,2010,289,362.95,2
16243B,2010-03-08T00:00:00.000Z,Brown Cozy Square Photo Album,2010,205,399.75,1
16244B,2010-03-08T00:00:00.000Z,Maxwell 2 Tone Blue 60 Page Photo A,2010,247,481.65,1
16258A,2009-12-14T00:00:00.000Z,Swirly Circular Rubbers In Bag,2009,220,41.8,4
16258B,2009-12-14T00:00:00.000Z,Daisy Erasers In Bag,2009,324,61.56,5
16258B,2009-12-21T00:00:00.000Z,Daisy Erasers In Bag,2009,526,99.94,1
16259,2010-01-18T00:00:00.000Z,Piece Of Camo Stationery Set,2010,216,45.36,1
16259,2010-03-29T00:00:00.000Z,Piece Of Camo Stationery Set,2010,216,45.36,2
16259,2010-04-19T00:00:00.000Z,Piece Of Camo Stationery Set,2010,252,52.92,2
16259,2010-09-27T00:00:00.000Z,Piece Of Camo Stationery Set,2010,216,45.36,2
16259,2010-10-04T00:00:00.000Z,Piece Of Camo Stationery Set,2010,216,45.36,2
16259,2011-06-13T00:00:00.000Z,Piece Of Camo Stationery Set,2011,230,18.400000000000002,3
16259,2011-06-20T00:00:00.000Z,Piece Of Camo Stationery Set,2011,432,34.56,3
16259,2011-06-27T00:00:00.000Z,Piece Of Camo Stationery Set,2011,216,17.28,2
16259,2011-07-11T00:00:00.000Z,Piece Of Camo Stationery Set,2011,324,25.92,2
16259,2011-07-25T00:00:00.000Z,Piece Of Camo Stationery Set,2011,432,34.56,3
16259,2011-08-01T00:00:00.000Z,Piece Of Camo Stationery Set,2011,216,17.28,1
16259,2011-09-05T00:00:00.000Z,Piece Of Camo Stationery Set,2011,324,25.92,1
17001,2010-03-01T00:00:00.000Z,Heavens Scent Fragrance Oils Asstd,2010,436,91.88,3
17003,2009-12-14T00:00:00.000Z,Brocade Ring Purse,2009,419,87.99000000000001,7
17003,2010-01-11T00:00:00.000Z,Brocade Ring Purse,2010,758,159.17999999999998,3
17003,2010-02-01T00:00:00.000Z,Brocade Ring Purse,2010,806,133.26,3
17003,2010-02-15T00:00:00.000Z,Brocade Ring Purse,2010,829,138.09,4
17003,2010-03-15T00:00:00.000Z,Brocade Ring Purse,2010,792,128.52,3
17003,2010-04-26T00:00:00.000Z,Brocade Ring Purse,2010,720,115.2,1
17003,2010-05-03T00:00:00.000Z,Brocade Ring Purse,2010,828,137.88,2
17003,2010-05-10T00:00:00.000Z,Brocade Ring Purse,2010,2342,383.82,5
17003,2010-05-24T00:00:00.000Z,Brocade Ring Purse,2010,738,118.98,2
17003,2010-06-07T00:00:00.000Z,Brocade Ring Purse,2010,1289,234.69000000000003,12
17003,2010-06-14T00:00:00.000Z,Brocade Ring Purse,2010,303,63.629999999999995,6
17003,2010-06-21T00:00:00.000Z,Brocade Ring Purse,2010,972,168.12,4
17003,2010-06-28T00:00:00.000Z,Brocade Ring Purse,2010,756,108.36000000000001,2
17003,2010-07-19T00:00:00.000Z,Brocade Ring Purse,2010,758,123.18,3
17003,2010-08-02T00:00:00.000Z,Brocade Ring Purse,2010,216,45.36,2
17003,2010-08-16T00:00:00.000Z,Brocade Ring Purse,2010,828,137.88,4
17003,2010-08-23T00:00:00.000Z,Brocade Ring Purse,2010,828,137.88,3
17003,2010-08-30T00:00:00.000Z,Brocade Ring Purse,2010,11124,2114.2799999999997,3
17003,2010-09-06T00:00:00.000Z,Brocade Ring Purse,2010,1586,261.06,4
17003,2010-09-20T00:00:00.000Z,Brocade Ring Purse,2010,907,190.47,4
17003,2010-10-04T00:00:00.000Z,Brocade Ring Purse,2010,5628,1050.84,6
